Genome	contig	Start	Stop	protID
GCA_000007265	AE009948.1	1118594	1119389	1078
GCA_000007265	AE009948.1	1119372	1120527	1079
GCA_000007265	AE009948.1	1120575	1121478	1080
GCA_000007265	AE009948.1	1121621	1122110	1081
GCA_000007265	AE009948.1	1122106	1122469	1082
GCA_000007265	AE009948.1	1122470	1123274	1083
GCA_000007265	AE009948.1	1123277	1123841	1084
GCA_000007265	AE009948.1	1123859	1125122	1085
GCA_000007265	AE009948.1	1125123	1126011	1086
GCA_000007265	AE009948.1	1125997	1126864	1087
GCA_000007265	AE009948.1	1126865	1128149	1088
GCA_000007265	AE009948.1	1128325	1129213	1089
GCA_000007265	AE009948.1	1129235	1130783	1090
GCA_000007265	AE009948.1	1130925	1132302	1091
GCA_000007265	AE009948.1	1132375	1133383	1092
GCA_000007265	AE009948.1	1133490	1134177	1093
GCA_000007265	AE009948.1	1134595	1135936	1094
GCA_000007265	AE009948.1	1136132	1136330	1095
GCA_000007265	AE009948.1	1136429	1136963	1096
GCA_000007265	AE009948.1	1137038	1137533	1097
GCA_000007265	AE009948.1	1137605	1138265	1098
GCA_000007265	AE009948.1	1138264	1139029	1099
GCA_000007265	AE009948.1	1139033	1139675	1100
GCA_000007265	AE009948.1	1139838	1140390	1101
GCA_000007265	AE009948.1	1140411	1140609	1102
GCA_000007265	AE009948.1	1140655	1141198	1103
GCA_000007265	AE009948.1	1141253	1141448	1104
GCA_000007265	AE009948.1	1141457	1142039	1105
GCA_000007265	AE009948.1	1142053	1142302	1106
GCA_000007265	AE009948.1	1142349	1142595	1107
GCA_000007265	AE009948.1	1143006	1145286	1108
GCA_000007265	AE009948.1	1145391	1145778	1109
GCA_000007265	AE009948.1	1145910	1147236	1110
GCA_000007265	AE009948.1	1147832	1149179	1111
GCA_000007265	AE009948.1	1149242	1150478	1112
GCA_000007265	AE009948.1	1150636	1151029	1113
GCA_000007265	AE009948.1	1151009	1151705	1114
GCA_000007265	AE009948.1	1151773	1152397	1115
GCA_000007265	AE009948.1	1152809	1154012	1116
GCA_000007265	AE009948.1	1154355	1154586	1117
GCA_000007265	AE009948.1	1154669	1155692	1118
GCA_000007265	AE009948.1	1155805	1158265	1119
GCA_000007265	AE009948.1	1158398	1160348	1120
GCA_000007265	AE009948.1	1160461	1161100	1121
GCA_000007265	AE009948.1	1161165	1161819	1122
GCA_000007265	AE009948.1	1161917	1162403	1123
GCA_000007265	AE009948.1	1162516	1163758	1124
GCA_000007265	AE009948.1	1163768	1164398	1125
GCA_000007265	AE009948.1	1164394	1165549	1126
GCA_000007265	AE009948.1	1165625	1166651	1127
GCA_000007265	AE009948.1	1166650	1168051	1128
GCA_000007265	AE009948.1	1168047	1169004	1129
GCA_000007265	AE009948.1	1169000	1169966	1130
GCA_000007265	AE009948.1	1169958	1170942	1131
GCA_000007265	AE009948.1	1170945	1171833	1132
GCA_000007265	AE009948.1	1171858	1172584	1133
GCA_000007265	AE009948.1	1172622	1173717	1134
GCA_000007265	AE009948.1	1173703	1174195	1135
GCA_000007265	AE009948.1	1174194	1174644	1136
GCA_000007265	AE009948.1	1174667	1176056	1137
GCA_000007265	AE009948.1	1176068	1176758	1138
GCA_000007265	AE009948.1	1176768	1177461	1139
GCA_000007265	AE009948.1	1177469	1178201	1140
GCA_000007265	AE009948.1	1178206	1179664	1141
GCA_000007265	AE009948.1	1179852	1180776	1142
GCA_000007265	AE009948.1	1180800	1181568	1143
GCA_000007265	AE009948.1	1181576	1182287	1144
GCA_000007265	AE009948.1	1182270	1183527	1145
GCA_000007265	AE009948.1	1183528	1184338	1146
GCA_000007265	AE009948.1	1184376	1184784	1147
GCA_000007265	AE009948.1	1184834	1186046	1148
GCA_000007265	AE009948.1	1186102	1186774	1149
GCA_000007265	AE009948.1	1187011	1187722	1150
GCA_000007265	AE009948.1	1187811	1188600	1151
GCA_000007265	AE009948.1	1188656	1190318	1152
GCA_000007265	AE009948.1	1190613	1191375	1153
GCA_000007265	AE009948.1	1191374	1192238	1154
GCA_000007265	AE009948.1	1192250	1193255	1155
GCA_000007265	AE009948.1	1193613	1195269	1156
GCA_000007265	AE009948.1	1195322	1196042	1157
GCA_000007265	AE009948.1	1196055	1197738	1158
GCA_000007265	AE009948.1	1197847	1199074	1159
GCA_000007265	AE009948.1	1199063	1200254	1160
GCA_000007265	AE009948.1	1200345	1200807	1161
GCA_000007265	AE009948.1	1200796	1201279	1162
GCA_000007265	AE009948.1	1201496	1204715	1163
GCA_000007265	AE009948.1	1204766	1205813	1164
GCA_000007265	AE009948.1	1206019	1206613	1165
GCA_000007265	AE009948.1	1206612	1207482	1166
GCA_000007265	AE009948.1	1207540	1208644	1167
GCA_000007265	AE009948.1	1208652	1209441	1168
GCA_000007265	AE009948.1	1209430	1210114	1169
GCA_000007265	AE009948.1	1210217	1210898	1170
GCA_000007265	AE009948.1	1211015	1211534	1171
GCA_000007265	AE009948.1	1211656	1214221	1172
GCA_000007265	AE009948.1	1214372	1216571	1173
GCA_000007265	AE009948.1	1216567	1217329	1174
GCA_000007265	AE009948.1	1217330	1218260	1175
GCA_000007265	AE009948.1	1218301	1218949	1176
GCA_000007265	AE009948.1	1218941	1220180	1177
GCA_000007265	AE009948.1	1220270	1221161	1178
GCA_000007265	AE009948.1	1221271	1221448	1179
GCA_000007265	AE009948.1	1221489	1222407	1180
GCA_000007265	AE009948.1	1222541	1226300	1181
GCA_000007265	AE009948.1	1226468	1226912	1182
GCA_000007265	AE009948.1	1226947	1227202	1183
GCA_000007265	AE009948.1	1227216	1227801	1184
GCA_000007265	AE009948.1	1227897	1229304	1185
GCA_000007265	AE009948.1	1229350	1229953	1186
GCA_000007265	AE009948.1	1230122	1230677	1187
GCA_000007265	AE009948.1	1231262	1231904	1188
GCA_000007265	AE009948.1	1231945	1233727	1189
GCA_000007265	AE009948.1	1233885	1234653	1190
GCA_000007265	AE009948.1	1234711	1236052	1191
GCA_000007265	AE009948.1	1236151	1236562	1192
GCA_000007265	AE009948.1	1236571	1237069	1193
GCA_000007265	AE009948.1	1237290	1237887	1194
GCA_000007265	AE009948.1	1238075	1238366	1195
GCA_000007265	AE009948.1	1238419	1239181	1196
GCA_000007265	AE009948.1	1239404	1239695	1197
GCA_000007265	AE009948.1	1239852	1240233	1198
GCA_000007265	AE009948.1	1240582	1240816	1199
GCA_000007265	AE009948.1	1241014	1243483	1200
GCA_000007265	AE009948.1	1243495	1244416	1201
GCA_000007265	AE009948.1	1244649	1245927	1202
GCA_000007265	AE009948.1	1246687	1249960	1203
GCA_000007265	AE009948.1	1250614	1251949	1204
GCA_000007265	AE009948.1	1252056	1252674	1205
GCA_000007265	AE009948.1	1252714	1252945	1206
GCA_000007265	AE009948.1	1253013	1253391	1207
GCA_000007265	AE009948.1	1253408	1253684	1208
GCA_000007265	AE009948.1	1254002	1254293	1209
GCA_000007265	AE009948.1	1254346	1255108	1210
GCA_000007265	AE009948.1	1255315	1256485	1211
GCA_000007265	AE009948.1	1256679	1257879	1212
GCA_000007265	AE009948.1	1257901	1258129	1213
GCA_000007265	AE009948.1	1258407	1258632	1214
GCA_000007265	AE009948.1	1258812	1260678	1215
GCA_000007265	AE009948.1	1260664	1261030	1216
GCA_000007265	AE009948.1	1261036	1261399	1217
GCA_000007265	AE009948.1	1261721	1261892	1218
GCA_000007265	AE009948.1	1261819	1263127	1219
GCA_000007265	AE009948.1	1263286	1264927	1220
GCA_000007265	AE009948.1	1264955	1265348	1221
GCA_000007265	AE009948.1	1266611	1268741	1222
GCA_000007265	AE009948.1	1268733	1269102	1223
GCA_000007265	AE009948.1	1269304	1269604	1224
GCA_000007265	AE009948.1	1269657	1270446	1225
GCA_000007265	AE009948.1	1270454	1271051	1226
GCA_000007265	AE009948.1	1271224	1273312	1227
GCA_000007265	AE009948.1	1273450	1273657	1228
GCA_000007265	AE009948.1	1273804	1274281	1229
GCA_000007265	AE009948.1	1274267	1274714	1230
GCA_000007265	AE009948.1	1275138	1275759	1231
GCA_000007265	AE009948.1	1276298	1276757	1232
GCA_000007265	AE009948.1	1277300	1277993	1233
GCA_000007265	AE009948.1	1277995	1278130	1234
GCA_000007265	AE009948.1	1278135	1279551	1235
GCA_000007265	AE009948.1	1279547	1279898	1236
GCA_000007265	AE009948.1	1279884	1280193	1237
GCA_000007265	AE009948.1	1280201	1280498	1238
GCA_000007265	AE009948.1	1280547	1280937	1239
GCA_000007265	AE009948.1	1280933	1281161	1240
GCA_000007265	AE009948.1	1281214	1282291	1241
GCA_000007265	AE009948.1	1282329	1282821	1242
GCA_000007265	AE009948.1	1283063	1283354	1243
GCA_000007265	AE009948.1	1283367	1283667	1244
GCA_000007265	AE009948.1	1283737	1290562	1245
GCA_000007265	AE009948.1	1290610	1291162	1246
GCA_000007265	AE009948.1	1291145	1291337	1247
GCA_000007265	AE009948.1	1291337	1296233	1248
GCA_000007265	AE009948.1	1296511	1297102	1249
GCA_000007265	AE009948.1	1297098	1297944	1250
GCA_000007265	AE009948.1	1298029	1300831	1251
GCA_000007265	AE009948.1	1300832	1303184	1252
GCA_000007265	AE009948.1	1303140	1303494	1253
GCA_000007265	AE009948.1	1303555	1304410	1254
GCA_000007265	AE009948.1	1304428	1304671	1255
GCA_000007265	AE009948.1	1304688	1306506	1256
GCA_000007265	AE009948.1	1306505	1306994	1257
GCA_000007265	AE009948.1	1307070	1307655	1258
GCA_000007265	AE009948.1	1307657	1307891	1259
GCA_000007265	AE009948.1	1307899	1308283	1260
GCA_000007265	AE009948.1	1308293	1308722	1261
GCA_000007265	AE009948.1	1308705	1310061	1262
GCA_000007265	AE009948.1	1310112	1310208	1263
GCA_000007265	AE009948.1	1310209	1311028	1264
GCA_000007265	AE009948.1	1311024	1311198	1265
GCA_000007265	AE009948.1	1311396	1311762	1266
GCA_000007265	AE009948.1	1311825	1312326	1267
GCA_000007265	AE009948.1	1312758	1314867	1268
GCA_000007265	AE009948.1	1314959	1315904	1269
GCA_000007265	AE009948.1	1315908	1317285	1270
GCA_000007265	AE009948.1	1317414	1318065	1271
GCA_000007265	AE009948.1	1318222	1318726	1272
GCA_000007265	AE009948.1	1318817	1319366	1273
GCA_000007265	AE009948.1	1319427	1320024	1274
GCA_000007265	AE009948.1	1320034	1321261	1275
GCA_000007265	AE009948.1	1321290	1321461	1276
GCA_000007265	AE009948.1	1321478	1321973	1277
GCA_000007265	AE009948.1	1322052	1322892	1278
GCA_000007265	AE009948.1	1322955	1324218	1279
GCA_000007265	AE009948.1	1324219	1325503	1280
GCA_000007265	AE009948.1	1325594	1326044	1281
GCA_000007265	AE009948.1	1326036	1326693	1282
GCA_000007265	AE009948.1	1326779	1327694	1283
GCA_000007265	AE009948.1	1327794	1328649	1284
GCA_000007265	AE009948.1	1328694	1328913	1285
GCA_000007265	AE009948.1	1328980	1329976	1286
GCA_000007265	AE009948.1	1329972	1330965	1287
GCA_000007265	AE009948.1	1330957	1331902	1288
GCA_000007265	AE009948.1	1331883	1332762	1289
GCA_000007265	AE009948.1	1332877	1334107	1290
GCA_000007265	AE009948.1	1334106	1334793	1291
GCA_000007265	AE009948.1	1334794	1335421	1292
GCA_000007265	AE009948.1	1335569	1335776	1293
GCA_000007265	AE009948.1	1336427	1339367	1294
GCA_000007265	AE009948.1	1340125	1340566	1295
GCA_000007265	AE009948.1	1340839	1342912	1296
GCA_000007265	AE009948.1	1342948	1343359	1297
GCA_000007265	AE009948.1	1343428	1344778	1298
GCA_000007265	AE009948.1	1344945	1345455	1299
GCA_000007265	AE009948.1	1345495	1347265	1300
GCA_000007265	AE009948.1	1347269	1349009	1301
GCA_000007265	AE009948.1	1349075	1349549	1302
GCA_000007265	AE009948.1	1349545	1351414	1303
GCA_000007265	AE009948.1	1351424	1352633	1304
GCA_000007265	AE009948.1	1352817	1353666	1305
GCA_000007265	AE009948.1	1353665	1354046	1306
GCA_000007265	AE009948.1	1354117	1354651	1307
GCA_000007265	AE009948.1	1354701	1355196	1308
GCA_000007265	AE009948.1	1355384	1357349	1309
GCA_000007265	AE009948.1	1357345	1358257	1310
GCA_000007265	AE009948.1	1358253	1359063	1311
GCA_000007265	AE009948.1	1359127	1360363	1312
GCA_000007265	AE009948.1	1360506	1362141	1313
GCA_000007265	AE009948.1	1362352	1363276	1314
GCA_000007265	AE009948.1	1363288	1364359	1315
GCA_000007265	AE009948.1	1364495	1365488	1316
GCA_000007265	AE009948.1	1365468	1366221	1317
GCA_000007265	AE009948.1	1366210	1366729	1318
GCA_000007265	AE009948.1	1367050	1368562	1319
GCA_000007265	AE009948.1	1368693	1368936	1320
GCA_000007265	AE009948.1	1368945	1369218	1321
GCA_000007265	AE009948.1	1369346	1370594	1322
GCA_000007265	AE009948.1	1370608	1371319	1323
GCA_000007265	AE009948.1	1371321	1372566	1324
GCA_000007265	AE009948.1	1372767	1374366	1325
GCA_000007265	AE009948.1	1374421	1375492	1326
GCA_000007265	AE009948.1	1375540	1376062	1327
GCA_000007265	AE009948.1	1376237	1377128	1328
GCA_000007265	AE009948.1	1377111	1377576	1329
GCA_000007265	AE009948.1	1377584	1378490	1330
GCA_000007265	AE009948.1	1378705	1378999	1331
GCA_000007265	AE009948.1	1379020	1379359	1332
GCA_000007265	AE009948.1	1379365	1379680	1333
GCA_000007265	AE009948.1	1379869	1381048	1334
GCA_000007265	AE009948.1	1381149	1382364	1335
GCA_000007265	AE009948.1	1382365	1383511	1336
GCA_000007265	AE009948.1	1383757	1384210	1337
GCA_000007265	AE009948.1	1384252	1385602	1338
GCA_000007265	AE009948.1	1385776	1386112	1339
GCA_000007265	AE009948.1	1386195	1387362	1340
GCA_000007265	AE009948.1	1387362	1388430	1341
GCA_000007265	AE009948.1	1388523	1389201	1342
GCA_000007265	AE009948.1	1389200	1390358	1343
GCA_000007265	AE009948.1	1390492	1392637	1344
GCA_000007265	AE009948.1	1392878	1393238	1345
GCA_000007265	AE009948.1	1393295	1393496	1346
GCA_000007265	AE009948.1	1393535	1394066	1347
GCA_000007265	AE009948.1	1394226	1394910	1348
GCA_000007265	AE009948.1	1394920	1395445	1349
GCA_000007265	AE009948.1	1395490	1395688	1350
GCA_000007265	AE009948.1	1395674	1396166	1351
GCA_000007265	AE009948.1	1396194	1397415	1352
GCA_000007265	AE009948.1	1397549	1399217	1353
GCA_000007265	AE009948.1	1399307	1400762	1354
GCA_000007265	AE009948.1	1400917	1401712	1355
GCA_000007265	AE009948.1	1401735	1402668	1356
GCA_000007265	AE009948.1	1402683	1403709	1357
GCA_000007265	AE009948.1	1403705	1404707	1358
GCA_000007265	AE009948.1	1404735	1405389	1359
GCA_000007265	AE009948.1	1405448	1406384	1360
GCA_000007265	AE009948.1	1406500	1407289	1361
GCA_000007265	AE009948.1	1407356	1408691	1362
GCA_000007265	AE009948.1	1408870	1409437	1363
GCA_000007265	AE009948.1	1409429	1410365	1364
GCA_000007265	AE009948.1	1410457	1411099	1365
GCA_000007265	AE009948.1	1411079	1411664	1366
GCA_000007265	AE009948.1	1411964	1412891	1367
GCA_000007265	AE009948.1	1412887	1413772	1368
GCA_000007265	AE009948.1	1413771	1414653	1369
GCA_000007265	AE009948.1	1414764	1416882	1370
GCA_000007265	AE009948.1	1417011	1419717	1371
GCA_000007265	AE009948.1	1419998	1420979	1372
GCA_000007265	AE009948.1	1421578	1422718	1373
GCA_000007265	AE009948.1	1422707	1423556	1374
GCA_000007265	AE009948.1	1423552	1424977	1375
GCA_000007265	AE009948.1	1424976	1426341	1376
GCA_000007265	AE009948.1	1426342	1427290	1377
GCA_000007265	AE009948.1	1427298	1428234	1378
GCA_000007265	AE009948.1	1428235	1429294	1379
GCA_000007265	AE009948.1	1429293	1430013	1380
GCA_000007265	AE009948.1	1430015	1430840	1381
GCA_000007265	AE009948.1	1430864	1432598	1382
GCA_000007265	AE009948.1	1432590	1432944	1383
GCA_000007265	AE009948.1	1432940	1433672	1384
GCA_000007265	AE009948.1	1433673	1434615	1385
GCA_000007265	AE009948.1	1434604	1435759	1386
GCA_000007265	AE009948.1	1435875	1436730	1387
GCA_000007265	AE009948.1	1436819	1437161	1388
GCA_000007265	AE009948.1	1437269	1438379	1389
GCA_000007265	AE009948.1	1438386	1440168	1390
GCA_000007265	AE009948.1	1440384	1440762	1391
GCA_000007265	AE009948.1	1440858	1441035	1392
GCA_000007265	AE009948.1	1441138	1441642	1393
GCA_000007265	AE009948.1	1441724	1442531	1394
GCA_000007265	AE009948.1	1442855	1443875	1395
GCA_000007265	AE009948.1	1443978	1445106	1396
GCA_000007265	AE009948.1	1445142	1446129	1397
GCA_000007265	AE009948.1	1446291	1446597	1398
GCA_000007265	AE009948.1	1446754	1448128	1399
GCA_000007265	AE009948.1	1448543	1450808	1400
GCA_000007265	AE009948.1	1450819	1452316	1401
GCA_000007265	AE009948.1	1452436	1453465	1402
GCA_000007265	AE009948.1	1453720	1454968	1403
GCA_000007265	AE009948.1	1455065	1456436	1404
GCA_000007265	AE009948.1	1456435	1457272	1405
GCA_000007265	AE009948.1	1457502	1458975	1406
GCA_000007265	AE009948.1	1459019	1459343	1407
GCA_000007265	AE009948.1	1459281	1459473	1408
GCA_000007265	AE009948.1	1459755	1461081	1409
GCA_000007265	AE009948.1	1461073	1462582	1410
GCA_000007265	AE009948.1	1462595	1464983	1411
GCA_000007265	AE009948.1	1464969	1465962	1412
GCA_000007265	AE009948.1	1465958	1467518	1413
GCA_000007265	AE009948.1	1467524	1469069	1414
GCA_000007265	AE009948.1	1469068	1470298	1415
GCA_000007265	AE009948.1	1470421	1471618	1416
GCA_000007265	AE009948.1	1471678	1472554	1417
GCA_000007265	AE009948.1	1472546	1473485	1418
GCA_000007265	AE009948.1	1473646	1474036	1419
GCA_000007265	AE009948.1	1474068	1474452	1420
GCA_000007265	AE009948.1	1474580	1475822	1421
GCA_000007265	AE009948.1	1475818	1477024	1422
GCA_000007265	AE009948.1	1477032	1478040	1423
GCA_000007265	AE009948.1	1478370	1481283	1424
GCA_000007265	AE009948.1	1481665	1482286	1425
GCA_000007265	AE009948.1	1482427	1483162	1426
GCA_000007265	AE009948.1	1483258	1485250	1427
GCA_000007265	AE009948.1	1485310	1486231	1428
GCA_000007265	AE009948.1	1486413	1488597	1429
GCA_000007265	AE009948.1	1488596	1489337	1430
GCA_000007265	AE009948.1	1489485	1489836	1431
GCA_000007265	AE009948.1	1489927	1490086	1432
GCA_000007265	AE009948.1	1490111	1491425	1433
GCA_000007265	AE009948.1	1491485	1491614	1434
GCA_000007265	AE009948.1	1491810	1493052	1435
GCA_000007265	AE009948.1	1493085	1493664	1436
GCA_000007265	AE009948.1	1493773	1495816	1437
GCA_000007265	AE009948.1	1495900	1496623	1438
GCA_000007265	AE009948.1	1496813	1497656	1439
GCA_000007265	AE009948.1	1497922	1498597	1440
GCA_000007265	AE009948.1	1498684	1499077	1441
GCA_000007265	AE009948.1	1499205	1500132	1442
GCA_000007265	AE009948.1	1500260	1501649	1443
GCA_000007265	AE009948.1	1501732	1502200	1444
GCA_000007265	AE009948.1	1502202	1504608	1445
GCA_000007265	AE009948.1	1504720	1504957	1446
GCA_000007265	AE009948.1	1505146	1506316	1447
GCA_000007265	AE009948.1	1506511	1508158	1448
GCA_000007265	AE009948.1	1508147	1508849	1449
GCA_000007265	AE009948.1	1508972	1509560	1450
GCA_000007265	AE009948.1	1509556	1510378	1451
GCA_000007265	AE009948.1	1510526	1511375	1452
GCA_000007265	AE009948.1	1511591	1513184	1453
GCA_000007265	AE009948.1	1513219	1513396	1454
GCA_000007265	AE009948.1	1513839	1513938	1455
GCA_000007265	AE009948.1	1515156	1515558	1456
GCA_000007265	AE009948.1	1515794	1516739	1457
GCA_000007265	AE009948.1	1516735	1517134	1458
GCA_000007265	AE009948.1	1517114	1517612	1459
GCA_000007265	AE009948.1	1518006	1518813	1460
GCA_000007265	AE009948.1	1519134	1519611	1461
GCA_000007265	AE009948.1	1519802	1520606	1462
GCA_000007265	AE009948.1	1520696	1521683	1463
GCA_000007265	AE009948.1	1521806	1523579	1464
GCA_000007265	AE009948.1	1523735	1523951	1465
GCA_000007265	AE009948.1	1523947	1524457	1466
GCA_000007265	AE009948.1	1524594	1525449	1467
GCA_000007265	AE009948.1	1525566	1526124	1468
GCA_000007265	AE009948.1	1526139	1526868	1469
GCA_000007265	AE009948.1	1526988	1527669	1470
GCA_000007265	AE009948.1	1527655	1528444	1471
GCA_000007265	AE009948.1	1528431	1529193	1472
GCA_000007265	AE009948.1	1529237	1530182	1473
GCA_000007265	AE009948.1	1530168	1531785	1474
GCA_000007265	AE009948.1	1532173	1532863	1475
GCA_000007265	AE009948.1	1532966	1533392	1476
GCA_000007265	AE009948.1	1533653	1534820	1477
GCA_000007265	AE009948.1	1535153	1536536	1478
GCA_000007265	AE009948.1	1536543	1537758	1479
GCA_000007265	AE009948.1	1538036	1538921	1480
GCA_000007265	AE009948.1	1538981	1539335	1481
GCA_000007265	AE009948.1	1539405	1539942	1482
GCA_000007265	AE009948.1	1539917	1540751	1483
GCA_000007265	AE009948.1	1540799	1542515	1484
GCA_000007265	AE009948.1	1542596	1545047	1485
GCA_000007265	AE009948.1	1545212	1546016	1486
GCA_000007265	AE009948.1	1546067	1546901	1487
GCA_000007265	AE009948.1	1546902	1547619	1488
GCA_000007265	AE009948.1	1547789	1548716	1489
GCA_000007265	AE009948.1	1548882	1549530	1490
GCA_000007265	AE009948.1	1549569	1550259	1491
GCA_000007265	AE009948.1	1550268	1550538	1492
GCA_000007265	AE009948.1	1550537	1551092	1493
GCA_000007265	AE009948.1	1551112	1552492	1494
GCA_000007265	AE009948.1	1552735	1553149	1495
GCA_000007265	AE009948.1	1553161	1553539	1496
GCA_000007265	AE009948.1	1553627	1554584	1497
GCA_000007265	AE009948.1	1554580	1554829	1498
GCA_000007265	AE009948.1	1554789	1555032	1499
GCA_000007265	AE009948.1	1555270	1555969	1500
GCA_000007265	AE009948.1	1555961	1556198	1501
GCA_000007265	AE009948.1	1556287	1556536	1502
GCA_000007265	AE009948.1	1556733	1557234	1503
GCA_000007265	AE009948.1	1557473	1558730	1504
GCA_000007265	AE009948.1	1558749	1559133	1505
GCA_000007265	AE009948.1	1559165	1559555	1506
GCA_000007265	AE009948.1	1559543	1559747	1507
GCA_000007265	AE009948.1	1559886	1562046	1508
GCA_000007265	AE009948.1	1562052	1563498	1509
GCA_000007265	AE009948.1	1563490	1564168	1510
GCA_000007265	AE009948.1	1564219	1564915	1511
GCA_000007265	AE009948.1	1565280	1566618	1512
GCA_000007265	AE009948.1	1566813	1568811	1513
GCA_000007265	AE009948.1	1568953	1569829	1514
GCA_000007265	AE009948.1	1569986	1570682	1515
GCA_000007265	AE009948.1	1571017	1572235	1516
GCA_000007265	AE009948.1	1572218	1573061	1517
GCA_000007265	AE009948.1	1573137	1573965	1518
GCA_000007265	AE009948.1	1574004	1574361	1519
GCA_000007265	AE009948.1	1574362	1574839	1520
GCA_000007265	AE009948.1	1574893	1576075	1521
GCA_000007265	AE009948.1	1576137	1576686	1522
GCA_000007265	AE009948.1	1576753	1577563	1523
GCA_000007265	AE009948.1	1577978	1578614	1524
GCA_000007265	AE009948.1	1578883	1579747	1525
GCA_000007265	AE009948.1	1579752	1580079	1526
GCA_000007265	AE009948.1	1580108	1580972	1527
GCA_000007265	AE009948.1	1580991	1581627	1528
GCA_000007265	AE009948.1	1582199	1583003	1529
GCA_000007265	AE009948.1	1583267	1583927	1530
GCA_000007265	AE009948.1	1583945	1584656	1531
GCA_000007265	AE009948.1	1584655	1585420	1532
GCA_000007265	AE009948.1	1585420	1586374	1533
GCA_000007265	AE009948.1	1586376	1587246	1534
GCA_000007265	AE009948.1	1587351	1588518	1535
GCA_000007265	AE009948.1	1588672	1588918	1536
GCA_000007265	AE009948.1	1589091	1590225	1537
GCA_000007265	AE009948.1	1590343	1590934	1538
GCA_000007265	AE009948.1	1591058	1591688	1539
GCA_000007265	AE009948.1	1591797	1592967	1540
GCA_000007265	AE009948.1	1593102	1593651	1541
GCA_000007265	AE009948.1	1593823	1595176	1542
GCA_000007265	AE009948.1	1595381	1596731	1543
GCA_000007265	AE009948.1	1596735	1598175	1544
GCA_000007265	AE009948.1	1598198	1598450	1545
GCA_000007265	AE009948.1	1598449	1599172	1546
GCA_000007265	AE009948.1	1599161	1599746	1547
GCA_000007265	AE009948.1	1599742	1600450	1548
GCA_000007265	AE009948.1	1600449	1601229	1549
GCA_000007265	AE009948.1	1601179	1601653	1550
GCA_000007265	AE009948.1	1601649	1602171	1551
GCA_000007265	AE009948.1	1602152	1603127	1552
GCA_000007265	AE009948.1	1603123	1603918	1553
GCA_000007265	AE009948.1	1604092	1604332	1554
GCA_000007265	AE009948.1	1604489	1605032	1555
GCA_000007265	AE009948.1	1605093	1605615	1556
GCA_000007265	AE009948.1	1605682	1606372	1557
GCA_000007265	AE009948.1	1606394	1606898	1558
GCA_000007265	AE009948.1	1606935	1607679	1559
GCA_000007265	AE009948.1	1607710	1607989	1560
GCA_000007265	AE009948.1	1608073	1609006	1561
GCA_000007265	AE009948.1	1609205	1609871	1562
GCA_000007265	AE009948.1	1609894	1610752	1563
GCA_000007265	AE009948.1	1610912	1612373	1564
GCA_000007265	AE009948.1	1612475	1612958	1565
GCA_000007265	AE009948.1	1613030	1614833	1566
GCA_000007265	AE009948.1	1614919	1615423	1567
GCA_000007265	AE009948.1	1615508	1616840	1568
GCA_000007265	AE009948.1	1616849	1617467	1569
GCA_000007265	AE009948.1	1617631	1620730	1570
GCA_000007265	AE009948.1	1620892	1622026	1571
GCA_000007265	AE009948.1	1622210	1623521	1572
GCA_000007265	AE009948.1	1623568	1624471	1573
GCA_000007265	AE009948.1	1624467	1625643	1574
GCA_000007265	AE009948.1	1625642	1626122	1575
GCA_000007265	AE009948.1	1626270	1627776	1576
GCA_000007265	AE009948.1	1627765	1628455	1577
GCA_000007265	AE009948.1	1628689	1629223	1578
GCA_000007265	AE009948.1	1629327	1630218	1579
GCA_000007265	AE009948.1	1630238	1630793	1580
GCA_000007265	AE009948.1	1630920	1631634	1581
GCA_000007265	AE009948.1	1631648	1633028	1582
GCA_000007265	AE009948.1	1633040	1633712	1583
GCA_000007265	AE009948.1	1633746	1634577	1584
GCA_000007265	AE009948.1	1634569	1636246	1585
GCA_000007265	AE009948.1	1636262	1636811	1586
GCA_000007265	AE009948.1	1636979	1638188	1587
GCA_000007265	AE009948.1	1638363	1639731	1588
GCA_000007265	AE009948.1	1639844	1640900	1589
GCA_000007265	AE009948.1	1640948	1641641	1590
GCA_000007265	AE009948.1	1641637	1642708	1591
GCA_000007265	AE009948.1	1642700	1644077	1592
GCA_000007265	AE009948.1	1644210	1645035	1593
GCA_000007265	AE009948.1	1645175	1646009	1594
GCA_000007265	AE009948.1	1646110	1646800	1595
GCA_000007265	AE009948.1	1646954	1647671	1596
GCA_000007265	AE009948.1	1647788	1648775	1597
GCA_000007265	AE009948.1	1648784	1649321	1598
GCA_000007265	AE009948.1	1649494	1650484	1599
GCA_000007265	AE009948.1	1650521	1651100	1600
GCA_000007265	AE009948.1	1651099	1651474	1601
GCA_000007265	AE009948.1	1651483	1652197	1602
GCA_000007265	AE009948.1	1652461	1652866	1603
GCA_000007265	AE009948.1	1653004	1653718	1604
GCA_000007265	AE009948.1	1653810	1654920	1605
GCA_000007265	AE009948.1	1654916	1655168	1606
GCA_000007265	AE009948.1	1655190	1655925	1607
GCA_000007265	AE009948.1	1655990	1656347	1608
GCA_000007265	AE009948.1	1656348	1656870	1609
GCA_000007265	AE009948.1	1656932	1657520	1610
GCA_000007265	AE009948.1	1657516	1658149	1611
GCA_000007265	AE009948.1	1658278	1658596	1612
GCA_000007265	AE009948.1	1658688	1659807	1613
GCA_000007265	AE009948.1	1659806	1660334	1614
